cpu_percent,memory_percent,disk_percent,db_connections,db_pool_usage,api_latency_ms,error_rate,request_rate,queue_depth,network_latency_ms,traffic_growth_percent,failure_type,failure_in_next_window
56.37,47.27,47.55,42.02,25.92,169.85,0.07,888.97,41.39,44.55,10.9,none,0
62.55,61.1,61.69,58.91,56.26,128.03,0.42,1105.09,38.19,56.36,-4.36,none,0
51.9,49.15,26.71,50.63,17.21,704.62,11.1,1456.22,116.88,450.71,5.43,network_degradation,1
55.83,32.27,90.75,20.11,29.17,519.09,2.75,920.22,18.77,36.69,8.01,disk_exhaustion,1
43.52,54.84,59.01,96.79,98.93,888.52,6.58,817.0,110.13,42.75,20.6,database_connection_exhaustion,1
41.16,60.25,58.47,48.53,28.12,1165.49,9.04,1285.18,171.52,61.47,38.94,api_availability_degradation,1
49.44,72.21,56.29,9.99,43.59,286.98,2.19,797.28,38.87,28.87,-8.54,none,0
46.37,27.53,37.76,45.16,38.88,1132.85,8.63,1178.53,149.7,541.74,-12.16,network_degradation,1
45.26,37.68,47.65,26.82,25.82,170.09,0.6,1079.89,10.47,44.45,0.11,none,0
49.86,64.83,43.67,45.84,30.28,129.32,1.29,818.54,11.77,18.8,-18.4,none,0
54.41,30.82,34.48,71.86,35.45,166.05,2.01,1165.63,7.17,36.53,-11.18,none,0
21.08,37.43,39.39,93.11,95.58,958.15,6.37,669.89,86.95,36.34,1.84,database_connection_exhaustion,1
94.83,82.0,68.33,56.85,23.67,872.07,5.23,1940.92,152.72,45.27,31.96,cpu_saturation,1
32.43,58.44,73.56,44.24,64.62,51.5,1.46,989.98,19.1,75.76,4.34,none,0
45.39,25.97,43.6,59.75,35.57,951.31,6.87,1389.58,149.1,33.17,21.24,api_availability_degradation,1
88.53,61.94,80.51,34.97,49.44,715.99,7.39,1613.4,105.04,44.91,25.92,cpu_saturation,1
49.25,37.59,50.43,34.65,54.03,116.06,2.31,938.57,20.26,21.2,7.53,none,0
76.71,93.66,76.45,40.39,40.23,826.31,6.94,1291.57,90.37,43.85,11.87,memory_exhaustion,1
45.08,52.34,60.43,24.65,21.86,917.45,9.19,839.04,104.64,453.84,6.96,network_degradation,1
47.42,76.39,54.74,34.6,42.39,154.61,1.38,992.16,8.35,25.56,3.51,none,0
36.51,47.88,55.92,91.51,94.98,1091.43,5.7,1143.02,101.15,52.99,12.13,database_connection_exhaustion,1
83.55,65.19,42.64,43.88,43.59,816.15,6.72,1681.31,129.6,61.24,35.78,cpu_saturation,1
39.44,62.31,54.7,32.73,19.26,127.93,2.1,1569.13,30.92,28.52,-6.85,none,0
18.53,56.6,67.27,51.54,41.71,178.25,1.64,805.47,57.76,34.72,12.76,none,0
64.15,67.63,55.45,88.33,91.42,1031.88,5.0,797.84,130.7,56.9,14.75,database_connection_exhaustion,1
56.2,48.94,70.15,40.44,41.79,101.14,2.31,808.37,35.25,38.93,-5.53,none,0
93.54,52.67,39.86,49.58,42.81,706.41,3.32,1681.22,208.18,12.38,28.15,cpu_saturation,1
36.6,54.33,75.07,60.79,51.84,943.93,9.72,2018.46,205.18,36.62,47.28,api_availability_degradation,1
46.1,41.05,38.94,91.86,95.54,971.91,6.26,803.58,98.17,41.19,-9.17,database_connection_exhaustion,1
86.04,75.41,67.33,53.64,29.95,611.4,5.02,2436.02,205.58,9.39,43.88,cpu_saturation,1
61.83,45.88,55.51,49.51,53.31,143.35,1.4,1344.96,48.14,47.16,22.19,none,0
69.34,56.51,94.08,27.11,34.66,647.52,6.11,1487.53,19.97,53.57,16.62,disk_exhaustion,1
53.99,52.45,58.39,94.5,91.49,1163.82,6.46,737.85,107.0,43.33,4.73,database_connection_exhaustion,1
52.24,27.96,43.14,59.72,18.94,205.88,2.71,907.64,34.38,56.79,0.33,none,0
34.93,44.27,97.53,50.14,62.37,454.61,3.64,729.32,35.92,67.66,8.94,disk_exhaustion,1
87.7,61.34,16.91,56.97,38.04,717.66,4.48,2184.4,152.99,38.04,28.41,cpu_saturation,1
78.26,94.11,48.35,61.44,34.16,606.52,5.49,1000.07,99.14,71.38,8.36,memory_exhaustion,1
44.21,57.36,46.87,30.78,90.36,114.21,1.58,626.08,31.75,26.0,0.58,none,0
52.08,56.82,28.43,72.55,27.12,1137.53,3.88,1675.67,236.09,42.27,34.18,api_availability_degradation,1
36.6,54.3,41.59,11.17,51.11,1410.98,8.91,2286.41,157.61,18.03,44.23,api_availability_degradation,1
50.08,45.56,46.05,100.0,97.5,503.52,3.97,965.69,116.03,16.68,-0.9,database_connection_exhaustion,1
37.91,34.11,84.17,49.69,52.12,115.4,2.08,904.89,25.75,49.17,-11.29,none,0
47.74,65.37,38.87,31.15,27.57,162.51,1.55,883.9,14.79,21.0,4.52,none,0
34.72,68.57,53.77,64.05,37.0,162.24,1.46,575.59,51.43,37.97,12.46,none,0
42.53,39.6,73.54,92.85,88.44,866.03,4.01,1191.34,118.41,29.56,-5.04,database_connection_exhaustion,1
20.17,56.35,60.67,73.62,57.72,128.85,2.15,650.58,15.56,45.0,-16.58,none,0
100.0,63.78,38.83,51.36,45.29,681.82,5.76,1719.66,126.97,19.84,34.47,cpu_saturation,1
61.29,42.6,69.79,53.08,44.82,134.25,3.44,795.75,34.47,28.75,22.86,none,0
34.82,56.15,58.87,37.25,56.37,169.47,1.67,989.52,36.47,43.44,5.59,none,0
70.41,37.39,61.41,40.2,71.39,699.96,5.02,757.55,168.0,524.04,0.21,network_degradation,1
25.38,59.56,44.48,69.02,56.24,99.6,0.77,1151.38,26.06,37.46,17.72,none,0
46.37,61.46,67.14,42.61,40.67,63.06,0.66,1079.59,27.93,41.12,15.39,none,0
41.46,52.26,44.44,66.47,58.63,164.51,2.94,625.28,29.88,45.5,-4.15,none,0
28.4,58.29,70.87,49.09,17.21,101.66,1.95,1005.3,0.0,58.64,6.37,none,0
59.92,41.87,44.67,50.38,71.72,231.18,1.79,1115.6,41.87,21.15,11.44,none,0
49.78,47.27,62.52,46.77,0.0,158.94,2.01,1111.48,28.46,64.63,8.11,none,0
80.06,98.5,41.53,8.42,37.84,344.0,4.08,1200.29,125.46,59.32,2.05,memory_exhaustion,1
68.19,52.88,50.61,56.36,58.03,132.02,1.76,1295.13,58.36,51.14,5.44,none,0
53.36,48.61,99.32,29.13,64.46,379.67,0.0,1024.4,59.86,33.66,-1.66,disk_exhaustion,1
85.97,57.09,38.41,44.37,46.01,192.31,2.97,1097.14,21.9,51.81,-1.98,none,0
18.6,31.22,41.55,27.33,49.7,90.03,0.0,739.02,22.92,30.92,20.2,none,0
94.58,69.16,54.37,32.47,44.12,556.85,3.11,1539.72,152.82,54.88,18.77,cpu_saturation,1
39.62,56.8,44.58,82.81,58.29,215.22,2.14,1463.22,18.19,1.59,0.54,none,0
47.27,53.31,74.81,50.73,56.98,103.02,0.62,1403.53,31.51,30.65,-1.21,none,0
34.37,34.6,32.49,42.07,36.11,205.36,1.73,1066.33,18.85,38.18,8.61,none,0
43.59,62.95,55.12,56.89,37.65,59.37,1.71,1181.33,38.63,46.33,1.51,none,0
53.28,55.12,46.59,61.64,31.76,120.82,2.81,1217.15,24.63,44.31,6.55,none,0
31.4,49.39,49.65,48.71,61.94,133.92,0.65,1081.21,25.1,37.66,2.08,none,0
11.39,45.34,54.94,33.28,58.5,190.66,1.46,932.33,28.32,38.43,4.22,none,0
48.79,59.04,36.55,96.27,90.05,801.66,7.36,1126.32,205.72,66.77,-1.09,database_connection_exhaustion,1
49.52,69.28,73.09,50.52,30.16,202.99,0.3,1400.22,33.0,1.0,1.59,none,0
88.72,70.12,42.25,25.41,43.93,391.15,0.0,2394.36,173.17,44.7,42.33,cpu_saturation,1
43.56,63.7,41.79,50.25,57.69,127.63,1.16,1006.32,38.14,39.78,14.74,none,0
73.53,95.74,45.93,36.47,44.01,393.28,4.06,995.64,79.83,42.62,-18.57,memory_exhaustion,1
67.05,42.97,66.37,35.24,38.21,137.72,2.53,527.54,10.27,10.79,-5.88,none,0
20.78,41.19,24.78,29.73,63.01,170.18,1.65,749.31,6.96,22.91,4.57,none,0
58.54,57.57,43.94,45.37,40.18,1067.74,9.33,1878.59,100.2,58.18,48.0,api_availability_degradation,1
52.63,39.56,56.3,31.51,40.01,257.67,1.58,703.12,32.71,19.72,-6.99,none,0
100.0,68.28,63.68,52.84,28.52,429.91,2.8,2153.8,172.37,46.62,26.66,cpu_saturation,1
32.18,48.92,64.22,63.83,49.62,127.72,0.0,1017.65,30.39,42.74,26.06,none,0
56.78,38.46,96.56,43.58,33.37,459.5,5.46,727.92,47.95,41.53,-12.29,disk_exhaustion,1
57.42,52.25,35.27,23.77,61.84,209.8,1.76,1373.93,45.85,50.25,-4.11,none,0
53.04,45.37,44.98,100.0,99.54,963.81,6.95,1092.65,145.33,36.03,-2.57,database_connection_exhaustion,1
61.95,40.04,53.84,17.67,61.85,253.25,1.56,468.75,39.13,26.44,-1.63,none,0
48.82,44.14,45.26,46.89,38.86,675.96,8.3,1084.9,149.66,455.36,14.89,network_degradation,1
61.9,41.45,63.8,47.94,19.33,245.03,0.35,1104.87,35.85,44.13,0.05,none,0
21.59,49.21,46.54,34.84,51.43,203.87,1.23,1195.17,30.75,26.61,2.42,none,0
34.55,55.14,58.52,21.14,20.23,1199.84,11.05,1419.82,159.04,20.94,33.87,api_availability_degradation,1
27.14,60.6,43.35,61.4,38.99,97.83,1.16,343.96,28.19,37.45,13.25,none,0
62.43,59.85,73.78,44.21,60.21,76.44,2.07,807.21,5.23,23.14,5.06,none,0
50.64,28.3,23.09,65.59,58.56,97.54,1.5,1254.88,36.29,42.22,15.95,none,0
45.47,49.79,91.76,39.15,46.09,418.76,5.34,1200.45,15.35,36.73,2.05,disk_exhaustion,1
63.3,44.26,54.27,73.71,40.84,211.94,1.53,1103.85,31.05,52.72,-1.86,none,0
35.42,51.2,51.69,55.65,64.57,101.21,0.91,640.94,60.46,44.57,9.8,none,0
44.98,56.11,51.21,61.14,79.68,102.65,0.68,780.56,54.09,55.64,3.64,none,0
32.75,60.68,49.3,91.0,91.17,1017.72,7.34,1002.64,77.32,64.7,10.85,database_connection_exhaustion,1
40.08,49.01,47.34,89.3,92.71,974.43,7.92,1020.35,102.56,40.18,5.13,database_connection_exhaustion,1
52.03,47.82,11.96,37.73,61.18,1179.17,10.14,1898.44,247.72,40.03,29.49,api_availability_degradation,1
35.29,55.94,45.64,13.24,44.2,75.99,2.79,1044.2,16.42,29.52,-13.89,none,0
68.31,93.76,65.9,43.62,38.52,590.95,10.99,952.81,67.68,60.9,-12.41,memory_exhaustion,1
89.31,64.0,54.98,46.65,29.33,578.25,3.13,1734.11,160.09,61.19,23.12,cpu_saturation,1
20.23,47.18,32.96,29.99,39.09,83.2,1.8,1185.06,21.76,33.44,10.37,none,0
95.47,66.88,68.26,54.02,58.88,568.76,9.09,2060.36,86.54,45.81,28.74,cpu_saturation,1
41.42,39.41,60.04,33.96,42.22,1010.91,8.65,1197.15,99.34,476.95,6.41,network_degradation,1
43.54,67.12,80.64,67.17,56.78,87.22,1.89,689.65,7.69,43.59,10.23,none,0
52.46,56.38,40.23,43.43,22.39,49.83,2.09,811.72,43.09,56.63,-1.19,none,0
65.55,91.7,56.85,37.94,38.4,739.09,8.54,1095.72,114.41,53.62,7.98,memory_exhaustion,1
31.54,54.07,98.38,46.54,66.93,716.47,6.27,1154.89,35.96,28.5,-3.1,disk_exhaustion,1
55.68,94.76,75.26,55.7,30.26,704.2,1.95,955.68,80.35,56.09,12.59,memory_exhaustion,1
89.76,77.96,79.42,75.34,32.79,819.71,5.38,2067.71,162.6,44.56,37.0,cpu_saturation,1
46.82,25.78,53.79,34.98,27.2,799.03,9.74,992.54,62.24,480.05,14.91,network_degradation,1
44.14,44.85,52.99,37.48,47.06,246.18,1.24,1072.93,59.92,31.75,23.15,none,0
71.73,59.0,59.61,88.66,91.33,968.28,10.06,996.72,154.38,36.24,14.92,database_connection_exhaustion,1
26.22,46.83,41.04,40.99,69.07,78.87,0.2,792.86,34.31,49.31,9.37,none,0
53.77,64.11,28.55,62.83,40.32,186.57,0.44,1001.24,33.54,57.34,-10.85,none,0
28.72,56.07,66.66,64.31,36.97,196.36,2.59,589.19,39.19,54.38,2.41,none,0
59.14,35.61,52.32,44.4,55.73,118.67,0.95,1024.73,45.1,74.31,-10.07,none,0
28.7,62.23,40.92,34.88,36.16,146.19,1.76,1120.93,29.91,20.05,12.28,none,0
62.43,41.51,30.97,44.49,64.44,158.05,1.34,782.41,56.37,24.56,-2.25,none,0
17.16,65.3,64.36,58.49,53.37,141.94,0.65,964.98,15.37,47.29,13.07,none,0
96.68,64.67,50.54,37.83,52.11,771.12,6.59,1804.95,206.68,49.53,54.09,cpu_saturation,1
34.44,38.17,44.17,41.18,9.68,139.63,1.06,1195.94,35.29,30.99,10.9,none,0
75.12,89.38,21.62,28.64,33.86,507.01,4.19,871.64,87.9,42.57,9.26,memory_exhaustion,1
46.12,67.11,67.18,30.19,55.18,182.02,0.86,1212.22,27.59,18.85,9.55,none,0
41.58,49.55,44.21,92.66,95.48,1008.42,4.59,711.35,118.05,6.85,10.65,database_connection_exhaustion,1
70.05,70.57,69.81,94.47,91.68,658.21,10.25,1140.13,194.68,37.41,6.64,database_connection_exhaustion,1
51.71,34.11,43.4,52.64,65.12,89.36,1.4,1048.98,42.97,34.85,-10.64,none,0
69.36,96.35,61.08,37.88,32.31,571.89,3.01,1122.59,101.97,24.18,-0.52,memory_exhaustion,1
95.51,69.12,60.9,51.92,49.8,665.21,5.46,1421.66,141.35,65.35,39.7,cpu_saturation,1
58.82,41.69,44.75,66.76,56.56,130.46,1.41,974.32,30.47,47.09,30.35,none,0
54.94,29.76,47.73,63.43,51.03,1197.84,2.95,2045.25,202.31,62.79,44.37,api_availability_degradation,1
53.77,45.06,27.08,55.38,71.25,842.44,12.33,1535.55,210.06,16.11,37.93,api_availability_degradation,1
15.75,46.01,55.11,88.77,96.09,800.06,7.77,1071.55,120.85,38.57,8.18,database_connection_exhaustion,1
40.44,46.06,47.38,20.31,50.74,766.52,14.6,1880.22,248.55,34.3,29.25,api_availability_degradation,1
72.17,45.78,50.96,66.56,54.88,260.06,1.7,900.74,20.82,12.3,2.21,none,0
53.98,50.24,40.08,48.4,60.19,751.73,7.98,800.76,113.81,349.16,8.83,network_degradation,1
60.55,55.67,57.28,56.96,45.25,660.61,10.1,1712.71,248.54,31.85,35.97,api_availability_degradation,1
17.12,55.43,64.92,18.27,62.02,652.8,7.74,1145.88,143.58,349.89,13.68,network_degradation,1
49.87,63.41,72.23,31.91,48.58,107.61,1.35,1080.45,0.0,76.17,10.66,none,0
73.91,45.83,56.99,37.69,69.78,144.75,1.62,1300.95,38.78,39.18,16.1,none,0
49.76,51.4,57.56,64.66,36.01,136.08,0.27,704.03,22.23,39.16,22.69,none,0
31.32,41.26,75.62,61.9,45.42,127.87,2.4,751.67,35.88,74.09,7.05,none,0
51.16,44.36,34.09,55.52,61.77,134.45,1.2,759.61,27.75,31.56,-5.11,none,0
52.0,56.87,68.25,56.57,38.8,163.63,1.28,1109.62,35.13,34.26,-8.29,none,0
41.94,27.32,62.61,82.11,97.71,761.28,6.93,722.64,77.2,43.03,-3.11,database_connection_exhaustion,1
36.26,46.64,54.83,52.2,66.59,186.64,2.27,1361.53,38.55,39.45,15.09,none,0
54.73,32.54,42.38,40.88,56.69,148.93,2.41,1328.81,47.99,58.08,-5.37,none,0
88.88,81.11,45.89,20.26,40.69,842.18,7.32,1649.36,124.12,76.72,46.32,cpu_saturation,1
39.57,49.39,54.1,56.74,68.3,168.41,3.08,1224.3,26.48,52.43,22.06,none,0
41.23,64.24,55.39,41.75,53.64,233.7,1.85,1113.63,30.77,35.08,3.38,none,0
70.77,47.12,55.79,32.02,55.75,1214.57,10.41,1611.75,202.6,37.7,37.09,api_availability_degradation,1
70.61,82.53,36.93,91.9,87.66,690.96,4.76,1147.81,142.92,47.93,-1.92,database_connection_exhaustion,1
48.68,57.33,27.41,80.63,96.78,574.53,7.85,544.17,113.8,26.67,15.49,database_connection_exhaustion,1
46.95,39.06,66.71,23.27,63.62,129.54,0.38,1398.73,28.99,68.61,17.21,none,0
88.39,62.5,77.89,51.56,47.64,755.66,0.04,2249.53,141.74,34.08,40.68,cpu_saturation,1
42.58,44.22,57.71,37.56,13.14,196.11,1.69,921.51,15.51,17.95,7.24,none,0
48.05,33.41,58.38,44.2,57.96,180.34,0.0,1136.31,14.95,18.67,3.12,none,0
20.39,58.45,66.45,91.27,96.45,659.45,8.0,622.19,122.67,37.52,4.04,database_connection_exhaustion,1
35.34,60.26,21.97,50.2,69.29,222.0,1.81,924.58,20.46,35.46,10.44,none,0
70.99,90.41,54.07,24.83,24.83,898.4,4.81,1219.21,119.34,52.46,3.42,memory_exhaustion,1
89.39,60.37,51.49,61.52,37.19,769.32,5.58,1474.83,96.71,45.31,35.79,cpu_saturation,1
6.11,74.67,41.59,75.78,23.26,109.38,0.0,1090.53,13.48,23.9,-8.73,none,0
55.67,71.74,44.71,91.78,92.7,772.47,5.88,1116.11,172.27,54.87,-3.43,database_connection_exhaustion,1
49.61,52.1,51.07,81.69,64.58,871.59,6.62,1568.96,155.84,29.48,63.98,api_availability_degradation,1
60.03,61.33,51.03,40.71,23.22,189.09,1.89,1321.5,26.84,37.87,6.7,none,0
70.49,92.46,54.69,29.12,13.73,498.37,0.88,1418.67,138.61,69.43,4.57,memory_exhaustion,1
94.29,65.23,37.3,41.93,71.45,750.47,0.0,2284.27,171.88,54.83,34.33,cpu_saturation,1
76.25,65.91,27.29,40.3,26.98,235.56,1.7,808.05,30.51,1.0,-5.85,none,0
72.79,92.63,49.28,60.15,23.23,579.16,6.7,1428.6,116.62,37.43,13.55,memory_exhaustion,1
33.77,51.64,77.36,88.87,98.85,1078.9,7.42,592.34,142.83,28.38,15.26,database_connection_exhaustion,1
40.67,49.9,45.08,58.56,34.6,224.26,1.25,1005.13,41.38,40.36,2.02,none,0
58.41,42.05,53.11,45.15,57.97,1067.33,13.41,1554.61,178.34,37.43,54.72,api_availability_degradation,1
68.27,65.06,42.2,37.57,72.21,162.06,1.29,1179.59,45.11,31.43,7.19,none,0
27.6,50.15,38.28,30.25,36.55,173.86,1.24,837.9,30.77,22.8,9.29,none,0
43.81,47.57,60.6,14.57,53.05,305.09,1.4,970.22,41.15,64.68,14.75,none,0
53.45,80.86,64.34,27.68,49.23,85.97,2.49,761.03,31.11,27.13,-0.46,none,0
46.55,43.29,37.82,96.95,100.0,582.87,6.31,859.91,157.94,29.24,2.62,database_connection_exhaustion,1
23.3,56.8,73.32,46.17,53.25,820.54,6.99,984.51,139.79,474.74,14.77,network_degradation,1
83.47,48.54,93.28,60.23,48.59,503.63,5.88,937.89,3.24,15.7,-13.36,disk_exhaustion,1
41.34,39.87,64.33,32.93,30.22,209.42,1.78,941.27,39.62,40.13,8.83,none,0
76.06,43.04,78.34,89.38,92.61,1208.06,4.99,789.84,91.74,67.7,2.41,database_connection_exhaustion,1
69.16,57.49,86.81,38.24,46.89,976.31,12.18,1853.57,121.45,44.85,64.89,api_availability_degradation,1
67.28,31.94,46.95,51.32,43.95,80.03,1.81,997.5,58.71,36.2,16.68,none,0
29.58,58.66,71.26,30.64,45.36,80.92,1.36,1209.23,23.48,36.26,-6.3,none,0
71.37,50.88,39.97,40.28,21.04,840.99,7.9,964.38,182.01,232.74,4.64,network_degradation,1
59.47,36.4,73.63,41.07,31.43,159.86,1.34,1384.62,35.11,43.08,14.01,none,0
56.75,67.03,64.13,47.51,63.59,1400.1,10.95,1799.51,163.91,39.88,39.74,api_availability_degradation,1
76.46,100.0,58.98,39.37,58.56,818.59,6.42,930.94,107.48,41.17,-7.36,memory_exhaustion,1
47.46,37.96,28.92,31.91,44.28,687.94,7.86,938.1,129.01,566.21,1.58,network_degradation,1
33.48,40.77,70.16,38.7,28.58,147.84,1.59,506.82,29.39,53.02,9.51,none,0
63.77,67.39,97.0,56.37,47.45,198.69,1.05,1026.92,20.28,45.97,-1.52,none,0
51.2,48.35,26.09,23.17,27.79,105.85,1.83,1054.73,45.98,51.29,15.72,none,0
48.15,63.19,68.79,50.64,64.07,32.71,1.27,923.55,47.29,63.57,-9.5,none,0
27.43,36.31,51.49,40.23,21.62,491.44,7.13,1374.33,180.28,39.41,36.9,api_availability_degradation,1
43.11,42.11,55.97,54.42,41.46,1347.76,13.51,1588.58,129.45,46.92,25.09,api_availability_degradation,1
94.65,74.16,77.31,27.78,38.13,776.69,5.57,1757.48,135.37,47.34,28.53,cpu_saturation,1
45.57,54.6,80.77,56.79,63.22,1123.58,11.93,1915.95,191.14,24.88,23.87,api_availability_degradation,1
42.82,49.3,64.35,97.52,91.64,874.75,4.82,1015.97,162.57,48.74,5.82,database_connection_exhaustion,1
50.89,41.51,53.28,52.64,41.24,123.28,0.98,1084.74,24.63,33.19,-8.36,none,0
42.28,46.14,57.98,56.22,55.52,177.64,1.31,858.25,14.34,31.1,5.2,none,0
46.44,38.41,30.09,57.29,37.88,747.39,15.9,888.1,302.21,33.95,38.83,api_availability_degradation,1
34.22,46.82,48.72,91.31,92.41,998.66,10.55,1128.7,137.4,15.31,24.93,database_connection_exhaustion,1
22.22,33.39,49.02,40.98,19.17,190.97,0.63,1373.33,57.31,36.28,9.39,none,0
54.36,44.02,38.69,40.66,38.01,133.74,2.26,803.67,56.03,20.12,21.15,none,0
44.98,44.12,49.84,57.02,67.5,209.53,1.18,1046.06,18.27,25.13,-6.46,none,0
48.74,27.06,54.3,83.37,97.67,881.91,6.34,1114.96,78.9,56.65,2.86,database_connection_exhaustion,1
92.77,76.61,81.78,60.12,36.09,754.4,4.71,1795.36,135.23,62.2,27.02,cpu_saturation,1
54.0,49.23,94.73,38.19,26.86,494.28,6.81,1220.95,24.18,35.5,18.82,disk_exhaustion,1
71.53,33.22,62.77,76.07,45.45,793.68,5.69,1270.59,183.76,615.49,-7.35,network_degradation,1
39.51,36.74,28.57,90.26,95.54,618.21,10.04,906.15,105.68,29.15,5.65,database_connection_exhaustion,1
89.7,72.48,64.17,55.07,38.21,641.75,5.27,1813.26,128.39,45.24,28.84,cpu_saturation,1
43.07,37.93,97.84,60.89,49.1,547.96,2.29,360.58,24.01,19.32,2.63,disk_exhaustion,1
45.22,54.17,47.2,78.69,81.75,1129.04,9.46,1185.71,176.62,35.08,11.32,database_connection_exhaustion,1
44.74,34.49,95.42,45.17,29.89,429.71,4.72,1119.57,29.84,20.58,20.46,disk_exhaustion,1
47.2,32.69,71.31,43.43,62.38,139.94,1.39,696.92,41.4,26.86,0.14,none,0
92.5,56.18,51.54,56.93,39.32,522.47,5.18,2082.41,146.31,39.45,22.96,cpu_saturation,1
81.3,92.22,39.0,65.36,34.0,702.76,9.28,1189.88,51.11,40.59,5.53,memory_exhaustion,1
32.36,47.16,48.74,40.01,25.44,220.2,0.36,949.95,45.69,39.55,-4.79,none,0
41.55,40.92,95.82,23.98,57.2,257.23,2.75,1360.27,23.43,29.11,-0.48,disk_exhaustion,1
36.59,54.32,57.04,62.99,74.33,187.97,2.61,1191.69,55.65,67.76,14.51,none,0
89.44,90.27,49.93,54.32,34.19,959.61,7.17,1430.77,106.28,46.83,19.58,memory_exhaustion,1
66.38,35.98,50.67,66.66,16.99,178.02,1.93,1492.31,6.26,64.14,-0.59,none,0
26.67,36.95,61.05,97.41,92.76,712.04,7.15,868.05,134.12,35.84,5.34,database_connection_exhaustion,1
23.09,39.31,44.21,41.88,33.58,185.35,0.22,605.07,24.99,37.37,-9.55,none,0
38.98,45.28,57.28,35.08,67.17,174.41,0.85,1023.63,31.86,58.22,-1.0,none,0
89.15,75.57,77.37,64.36,47.95,456.06,5.25,1554.0,193.93,41.18,46.5,cpu_saturation,1
12.72,74.22,48.62,47.12,53.57,186.31,1.72,1249.35,37.79,66.41,10.22,none,0
58.52,28.33,94.17,36.38,67.43,1433.99,3.51,1823.17,175.72,36.2,42.68,api_availability_degradation,1
59.42,45.61,97.75,62.72,10.82,489.52,5.3,771.92,35.05,58.41,15.39,disk_exhaustion,1
73.29,95.14,67.57,44.37,29.31,785.87,2.34,863.31,117.09,58.6,-8.09,memory_exhaustion,1
60.47,47.76,52.94,51.28,50.17,1171.31,10.58,1591.96,122.77,57.5,23.09,api_availability_degradation,1
54.11,51.99,30.31,50.27,44.15,175.82,1.19,799.63,18.44,31.93,5.19,none,0
42.14,44.92,49.73,82.62,33.44,122.1,4.14,1105.25,9.3,52.64,-4.1,none,0
94.85,72.51,79.14,53.5,59.59,636.49,5.44,1841.17,99.95,42.02,30.84,cpu_saturation,1
50.07,50.26,66.61,54.95,47.51,888.88,7.78,964.53,151.67,638.6,0.12,network_degradation,1
46.11,47.72,93.86,38.38,48.78,383.71,5.52,845.22,40.65,26.41,-0.73,disk_exhaustion,1
34.52,65.06,46.44,42.18,29.82,191.65,2.18,1184.74,38.06,41.1,-0.24,none,0
64.35,59.18,95.83,45.6,40.5,578.09,2.69,896.13,15.71,17.81,-10.64,disk_exhaustion,1
44.02,56.92,52.26,33.19,46.71,86.87,1.93,765.71,43.77,34.92,15.63,none,0
79.67,90.06,72.56,70.0,45.62,664.04,6.81,1274.69,84.96,46.3,-18.42,memory_exhaustion,1
30.47,44.31,40.51,43.48,46.53,1482.84,8.74,1826.35,207.75,24.38,33.52,api_availability_degradation,1
54.24,72.35,62.08,53.5,55.08,76.95,1.87,745.81,21.15,72.43,2.47,none,0
62.29,38.63,48.29,63.74,45.64,71.92,1.94,900.88,53.1,30.91,15.51,none,0
73.81,93.87,60.83,32.14,49.05,534.17,5.65,1012.23,45.56,42.46,-0.99,memory_exhaustion,1
34.04,46.64,42.16,79.2,89.49,1163.51,8.66,996.06,159.57,37.45,-4.37,database_connection_exhaustion,1
65.82,58.08,48.21,29.44,62.2,153.23,3.5,908.73,59.59,37.65,18.36,none,0
29.66,44.18,39.51,26.55,55.01,140.17,1.54,1139.06,2.14,59.3,1.51,none,0
54.31,66.45,53.43,13.15,45.86,160.04,0.67,1036.87,24.58,19.86,11.71,none,0
38.9,44.45,73.53,44.39,46.19,127.97,1.87,1337.33,39.72,50.3,11.06,none,0
31.86,47.54,44.11,29.03,16.92,939.27,8.41,982.64,80.93,483.84,0.66,network_degradation,1
43.64,35.17,53.38,33.82,50.73,82.88,1.51,1143.1,43.61,28.54,5.18,none,0
68.21,32.22,41.33,87.07,40.9,55.45,1.03,307.78,33.61,52.15,-4.12,none,0
60.54,95.48,35.18,41.58,33.71,550.37,4.67,1053.58,131.45,48.24,7.0,memory_exhaustion,1
34.21,66.21,97.05,56.29,30.29,486.86,2.33,1027.85,18.82,57.6,-3.62,disk_exhaustion,1
61.34,52.53,73.71,62.0,45.12,33.16,0.62,1190.83,6.75,35.1,8.38,none,0
82.89,94.58,54.21,50.26,42.69,656.46,3.74,1030.04,81.08,34.0,13.4,memory_exhaustion,1
63.37,57.63,96.93,47.71,9.39,474.77,5.44,968.71,31.77,1.0,1.08,disk_exhaustion,1
85.31,64.45,51.93,26.08,17.28,541.03,1.32,1783.62,159.22,32.3,26.99,cpu_saturation,1
33.77,40.72,69.55,26.8,49.51,157.91,2.27,966.72,41.87,37.42,9.34,none,0
5.43,54.53,61.47,52.13,37.13,224.49,1.13,1105.22,38.92,65.78,1.83,none,0
22.53,68.63,61.32,51.8,91.75,166.25,0.46,951.02,15.38,34.06,0.97,none,0
24.1,69.11,95.56,41.62,56.36,442.65,6.3,1171.25,32.01,50.05,12.53,disk_exhaustion,1
50.87,54.97,45.86,32.88,39.69,125.39,0.33,837.13,33.99,58.99,10.54,none,0
54.62,43.3,61.8,44.79,42.11,144.89,1.48,1336.1,29.71,56.28,14.4,none,0
18.2,63.4,48.13,85.49,93.94,705.11,6.21,760.75,147.76,41.78,0.8,database_connection_exhaustion,1
